motor1_x,motor1_y,motor1_z,sound,time
0.001630,0.000998,-0.010360,-0.007521,2024-04-22T16:33:00.056961Z
-0.006258,0.000052,0.092513,-0.006889,2024-04-22T16:33:00.057161Z
0.028768,0.000367,-0.061473,-0.006574,2024-04-22T16:33:00.057361Z
-0.011938,0.000998,-0.079457,-0.004050,2024-04-22T16:33:00.057560Z
0.002261,0.000998,-0.169062,-0.006889,2024-04-22T16:33:00.057760Z
-0.011938,0.000367,0.192232,-0.005943,2024-04-22T16:33:00.057961Z
0.012990,0.000367,0.102295,-0.006574,2024-04-22T16:33:00.058161Z
0.022141,0.001314,-0.207870,-0.008467,2024-04-22T16:33:00.058361Z
-0.005312,0.001314,-0.038125,-0.003734,2024-04-22T16:33:00.058561Z
0.002261,0.000998,-0.160544,-0.006889,2024-04-22T16:33:00.058761Z
0.005101,0.000367,-0.004050,-0.006258,2024-04-22T16:33:00.058960Z
0.005416,0.000367,-0.219229,-0.006574,2024-04-22T16:33:00.059160Z
-0.020772,0.000367,0.258816,-0.005943,2024-04-22T16:33:00.059361Z
0.030662,0.000998,-0.433145,-0.005943,2024-04-22T16:33:00.059561Z
0.000998,0.001314,-0.012884,-0.007521,2024-04-22T16:33:00.059761Z
-0.012253,0.000683,-0.031815,-0.008152,2024-04-22T16:33:00.059961Z
-0.020141,0.000998,0.161937,-0.006889,2024-04-22T16:33:00.060161Z
-0.031184,0.000998,0.296684,-0.007521,2024-04-22T16:33:00.060360Z
0.048333,0.000683,-0.197143,-0.003419,2024-04-22T16:33:00.060560Z
-0.032446,0.000052,0.140163,-0.005627,2024-04-22T16:33:00.060760Z
0.026244,0.000052,0.182134,-0.007205,2024-04-22T16:33:00.060961Z
-0.013200,0.000683,0.149630,-0.010045,2024-04-22T16:33:00.061161Z
-0.004996,0.000998,-0.174426,-0.007836,2024-04-22T16:33:00.061361Z
0.018355,-0.000264,0.033817,-0.003419,2024-04-22T16:33:00.061561Z
-0.031815,0.000052,0.158466,-0.005943,2024-04-22T16:33:00.061761Z
0.071685,0.000998,-0.351743,-0.008467,2024-04-22T16:33:00.061960Z
-0.034970,0.000683,0.129750,-0.007836,2024-04-22T16:33:00.062160Z
-0.027398,0.000367,0.221895,-0.006258,2024-04-22T16:33:00.062361Z
-0.006889,0.000683,-0.382033,-0.003419,2024-04-22T16:33:00.062561Z
