motor1_x,motor1_y,motor1_z,sound,time
-0.010045,0.000998,-0.227116,-0.008467,2024-04-22T18:37:00.278377Z
-0.026767,0.000998,-0.579227,-0.007521,2024-04-22T18:37:00.278577Z
-0.053585,0.000998,-0.254566,-0.004365,2024-04-22T18:37:00.278777Z
0.054329,0.000998,-0.433145,-0.007521,2024-04-22T18:37:00.278977Z
-0.016670,0.000998,-0.102174,-0.008152,2024-04-22T18:37:00.279177Z
-0.007836,0.000367,-0.173795,-0.010045,2024-04-22T18:37:00.279377Z
0.028137,0.000683,-0.156757,-0.008467,2024-04-22T18:37:00.279577Z
0.010465,0.000683,0.379363,-0.008152,2024-04-22T18:37:00.279777Z
0.011097,0.000998,-0.251411,-0.008467,2024-04-22T18:37:00.279977Z
0.039182,0.000998,-0.290534,-0.007836,2024-04-22T18:37:00.280177Z
-0.004050,0.000367,-0.027398,-0.008467,2024-04-22T18:37:00.280377Z
-0.021087,0.000998,-0.122998,-0.007836,2024-04-22T18:37:00.280577Z
-0.019510,0.000683,-0.042227,-0.007205,2024-04-22T18:37:00.280777Z
0.008256,0.000052,0.216215,-0.006574,2024-04-22T18:37:00.280977Z
-0.017932,0.000998,0.058432,-0.007521,2024-04-22T18:37:00.281177Z
0.014568,0.000367,0.617300,-0.007521,2024-04-22T18:37:00.281377Z
0.003839,0.000998,-0.092393,-0.008783,2024-04-22T18:37:00.281577Z
-0.023612,0.000683,0.194756,-0.006889,2024-04-22T18:37:00.281777Z
0.028137,0.000367,-0.129623,-0.008152,2024-04-22T18:37:00.281977Z
-0.012884,0.000683,-0.288010,-0.007521,2024-04-22T18:37:00.282177Z
0.025928,0.000683,-0.026136,-0.007836,2024-04-22T18:37:00.282377Z
0.008888,0.000683,-0.267502,-0.008783,2024-04-22T18:37:00.282577Z
-0.019825,0.000683,-0.032130,-0.003103,2024-04-22T18:37:00.282777Z
0.026244,0.000367,0.134167,-0.007521,2024-04-22T18:37:00.282977Z
-0.030237,0.000683,0.017723,-0.008783,2024-04-22T18:37:00.283177Z
0.027506,0.000683,0.030031,-0.011622,2024-04-22T18:37:00.283377Z
