motor1_x,motor1_y,motor1_z,sound,time
-0.085136,0.000367,0.353802,-0.006889,2024-04-22T16:33:58.514879Z
-0.115425,0.000998,1.187843,-0.004996,2024-04-22T16:33:58.515079Z
0.010150,0.001314,-2.383637,-0.014777,2024-04-22T16:33:58.515279Z
-0.119527,0.000367,1.831914,-0.006889,2024-04-22T16:33:58.515479Z
0.004785,0.000683,0.957796,-0.007836,2024-04-22T16:33:58.515679Z
-0.282015,0.000998,3.107749,-0.007836,2024-04-22T16:33:58.515879Z
0.228522,0.000998,-1.176490,-0.007205,2024-04-22T16:33:58.516079Z
-0.188309,0.000683,3.067988,-0.006574,2024-04-22T16:33:58.516279Z
0.227575,0.001314,-2.573259,-0.007836,2024-04-22T16:33:58.516479Z
-0.028029,0.000367,-0.399070,-0.006889,2024-04-22T16:33:58.516679Z
0.129750,0.000052,0.722699,-0.006258,2024-04-22T16:33:58.516879Z
0.159097,0.000052,-0.352059,-0.007205,2024-04-22T16:33:58.517079Z
-0.004365,0.000998,-1.411862,-0.005943,2024-04-22T16:33:58.517279Z
0.107975,0.000052,0.612566,-0.009414,2024-04-22T16:33:58.517479Z
0.050227,0.000367,-0.832583,0.003207,2024-04-22T16:33:58.517679Z
0.043284,0.000367,-0.919979,-0.006574,2024-04-22T16:33:58.517879Z
0.053698,0.000367,0.615722,-0.007205,2024-04-22T16:33:58.518079Z
-0.074093,0.000998,2.473145,0.001945,2024-04-22T16:33:58.518279Z
0.108922,0.000367,-1.509670,-0.008467,2024-04-22T16:33:58.518479Z
0.002576,0.000052,-1.058173,-0.004681,2024-04-22T16:33:58.518679Z
0.019617,0.000367,0.995348,-0.006889,2024-04-22T16:33:58.518879Z
0.032555,0.000998,-0.154549,-0.006889,2024-04-22T16:33:58.519079Z
-0.043489,0.000367,-0.498141,-0.010360,2024-04-22T16:33:58.519279Z
0.061903,0.000367,0.095037,-0.007836,2024-04-22T16:33:58.519479Z
0.025613,0.000367,-0.064313,-0.006574,2024-04-22T16:33:58.519679Z
-0.091762,0.000367,2.027565,-0.007205,2024-04-22T16:33:58.519879Z
0.130381,0.000683,-2.057398,-0.006574,2024-04-22T16:33:58.520079Z
-0.058002,0.000367,-0.601313,-0.005312,2024-04-22T16:33:58.520279Z
0.061272,0.000367,2.031037,-0.008467,2024-04-22T16:33:58.520479Z
-0.069992,0.001314,0.199805,-0.005312,2024-04-22T16:33:58.520679Z
-0.032446,0.000998,-0.137511,-0.008152,2024-04-22T16:33:58.520879Z
-0.023612,0.000052,-0.246047,-0.005312,2024-04-22T16:33:58.521079Z
-0.048853,0.000683,0.335499,-0.005943,2024-04-22T16:33:58.521279Z
-0.056109,0.000367,0.162568,-0.007205,2024-04-22T16:33:58.521479Z
0.089673,0.000683,-1.237699,-0.006889,2024-04-22T16:33:58.521679Z
-0.128992,0.000998,-0.827850,-0.007521,2024-04-22T16:33:58.521879Z
-0.074093,0.000998,1.004499,-0.007521,2024-04-22T16:33:58.522079Z
-0.002472,0.000367,1.434932,-0.006574,2024-04-22T16:33:58.522279Z
0.108291,0.000998,-1.766812,-0.007521,2024-04-22T16:33:58.522479Z
-0.050430,0.000683,1.214982,-0.006889,2024-04-22T16:33:58.522679Z
0.055907,0.000998,-1.204255,-0.004996,2024-04-22T16:33:58.522879Z
-0.011307,0.000367,1.938891,-0.007205,2024-04-22T16:33:58.523079Z
0.058432,0.000998,-0.209448,-0.012253,2024-04-22T16:33:58.523279Z
0.005101,0.000367,-0.990654,-0.010676,2024-04-22T16:33:58.523479Z
0.071370,0.000683,-1.152827,-0.005943,2024-04-22T16:33:58.523679Z
-0.176004,0.000367,0.728063,-0.005627,2024-04-22T16:33:58.523879Z
0.004785,0.000367,0.970418,-0.007205,2024-04-22T16:33:58.524079Z
-0.117950,0.001314,0.533674,-0.007205,2024-04-22T16:33:58.524279Z
-0.015093,0.000683,1.644468,-0.008467,2024-04-22T16:33:58.524479Z
0.138901,0.000998,-1.617575,-0.006889,2024-04-22T16:33:58.524679Z
-0.079142,0.000998,-0.192726,-0.006889,2024-04-22T16:33:58.524879Z
0.085255,0.000683,-1.060382,-0.006574,2024-04-22T16:33:58.525079Z
0.021826,0.000367,0.453521,-0.005627,2024-04-22T16:33:58.525279Z
0.141110,0.000683,-2.217993,-0.008152,2024-04-22T16:33:58.525479Z
-0.026136,0.000683,4.019105,0.002576,2024-04-22T16:33:58.525679Z
-0.093340,0.001314,-0.107222,-0.007205,2024-04-22T16:33:58.525879Z
0.077050,0.000998,-1.651335,-0.008152,2024-04-22T16:33:58.526079Z
-0.006258,0.000998,-0.338176,-0.001841,2024-04-22T16:33:58.526279Z
0.013937,0.000367,2.523320,-0.007205,2024-04-22T16:33:58.526479Z
0.086201,0.000683,-3.805331,-0.006574,2024-04-22T16:33:58.526679Z
0.060956,0.000367,1.132619,-0.009098,2024-04-22T16:33:58.526879Z
-0.028660,0.000683,-0.510130,-0.007205,2024-04-22T16:33:58.527079Z
0.074841,0.000998,1.311230,-0.013831,2024-04-22T16:33:58.527279Z
0.156573,0.000998,-2.673907,-0.009729,2024-04-22T16:33:58.527479Z
-0.055163,0.000052,1.157865,-0.008152,2024-04-22T16:33:58.527679Z
0.041075,0.000683,-0.993494,-0.007836,2024-04-22T16:33:58.527879Z
-0.122051,0.000683,2.478825,-0.007836,2024-04-22T16:33:58.528079Z
0.035080,0.001314,0.837565,-0.005627,2024-04-22T16:33:58.528279Z
-0.081035,0.000998,0.651381,-0.006574,2024-04-22T16:33:58.528479Z
-0.075986,0.000683,0.114602,-0.005627,2024-04-22T16:33:58.528679Z
-0.000579,0.000367,-0.053270,-0.007521,2024-04-22T16:33:58.528879Z
0.038551,0.001314,-0.104067,-0.008467,2024-04-22T16:33:58.529079Z
-0.104067,0.000683,1.294820,-0.007205,2024-04-22T16:33:58.529279Z
0.202014,0.000683,-1.817294,-0.007521,2024-04-22T16:33:58.529479Z
-0.111324,0.000998,0.212743,-0.004996,2024-04-22T16:33:58.529679Z
0.030977,0.000367,-0.039387,-0.005312,2024-04-22T16:33:58.529879Z
0.064112,0.000052,-1.666164,-0.005943,2024-04-22T16:33:58.530079Z
-0.015408,0.000683,0.480028,-0.006889,2024-04-22T16:33:58.530279Z
0.144266,0.000998,-0.824064,-0.007205,2024-04-22T16:33:58.530479Z
-0.151394,0.000998,1.157549,-0.007836,2024-04-22T16:33:58.530679Z
0.233886,0.000998,-1.364851,-0.008783,2024-04-22T16:33:58.530879Z
-0.173479,0.000998,0.541564,-0.007836,2024-04-22T16:33:58.531079Z
0.253452,0.000683,-2.081377,-0.013200,2024-04-22T16:33:58.531279Z
-0.435669,0.000683,2.564975,-0.007836,2024-04-22T16:33:58.531479Z
0.175191,0.000683,0.873224,-0.006889,2024-04-22T16:33:58.531679Z
-0.103751,0.000998,-0.333759,-0.007836,2024-04-22T16:33:58.531879Z
-0.063366,0.000367,1.866311,-0.006889,2024-04-22T16:33:58.532079Z
0.128172,0.000367,-3.187244,-0.008152,2024-04-22T16:33:58.532279Z
-0.279807,0.000998,1.161336,-0.009414,2024-04-22T16:33:58.532479Z
0.156573,0.000998,-0.267186,-0.007521,2024-04-22T16:33:58.532679Z
0.047071,0.000998,-1.515034,-0.007205,2024-04-22T16:33:58.532879Z
-0.081350,0.000367,1.010495,-0.006574,2024-04-22T16:33:58.533079Z
0.163831,0.000052,-0.048853,-0.006258,2024-04-22T16:33:58.533279Z
-0.037494,0.000998,-1.018735,-0.008152,2024-04-22T16:33:58.533479Z
0.015830,0.000367,-0.040018,0.000998,2024-04-22T16:33:58.533679Z
0.000683,0.000683,0.117758,-0.005943,2024-04-22T16:33:58.533879Z
-0.126784,0.000998,0.461410,-0.008783,2024-04-22T16:33:58.534079Z
0.048333,0.000683,0.790230,-0.002788,2024-04-22T16:33:58.534279Z
-0.025505,0.000683,1.087809,-0.006889,2024-04-22T16:33:58.534479Z
0.004785,0.000998,-0.663469,-0.006574,2024-04-22T16:33:58.534679Z
0.036973,0.000367,-0.381086,-0.008152,2024-04-22T16:33:58.534879Z
0.018355,0.000683,0.981148,-0.005943,2024-04-22T16:33:58.535079Z
0.000052,0.000052,0.688302,-0.010991,2024-04-22T16:33:58.535279Z
0.061903,0.000683,0.388514,-0.008152,2024-04-22T16:33:58.535479Z
0.020879,0.000683,-0.922188,-0.009729,2024-04-22T16:33:58.535679Z
0.046756,0.000052,-0.053901,-0.007205,2024-04-22T16:33:58.535879Z
-0.117950,0.000683,0.500224,-0.006258,2024-04-22T16:33:58.536079Z
0.085570,0.000683,-2.036259,-0.005627,2024-04-22T16:33:58.536279Z
-0.188624,0.000683,0.700293,-0.009098,2024-04-22T16:33:58.536479Z
