motor1_x,motor1_y,motor1_z,sound,time
0.001945,0.001314,0.035711,-0.007521,2024-04-22T17:23:00.360479Z
0.024035,0.000998,-0.105329,-0.010045,2024-04-22T17:23:00.360679Z
0.010150,0.000683,-0.092078,-0.007521,2024-04-22T17:23:00.360879Z
-0.011622,0.000683,0.015515,-0.006258,2024-04-22T17:23:00.361079Z
-0.016670,0.000683,0.053067,-0.006574,2024-04-22T17:23:00.361279Z
0.006048,0.000367,0.035080,-0.006258,2024-04-22T17:23:00.361479Z
0.013937,0.000683,-0.040334,-0.005627,2024-04-22T17:23:00.361679Z
0.004785,0.000998,-0.007836,-0.007205,2024-04-22T17:23:00.361879Z
-0.006574,0.000998,0.042653,-0.007836,2024-04-22T17:23:00.362079Z
-0.007521,0.000998,-0.031499,-0.007521,2024-04-22T17:23:00.362279Z
0.006048,0.000683,0.004785,-0.006258,2024-04-22T17:23:00.362478Z
0.004154,0.000367,-0.098703,-0.004365,2024-04-22T17:23:00.362679Z
-0.005943,0.000683,-0.002472,-0.006574,2024-04-22T17:23:00.362879Z
-0.000895,0.001314,0.042022,-0.006889,2024-04-22T17:23:00.363079Z
0.006679,0.000683,-0.074093,-0.007836,2024-04-22T17:23:00.363279Z
0.006363,0.000367,-0.044120,-0.006574,2024-04-22T17:23:00.363479Z
-0.005312,0.000367,-0.096810,-0.006889,2024-04-22T17:23:00.363679Z
-0.010991,0.000683,0.025613,-0.008467,2024-04-22T17:23:00.363878Z
0.003839,0.000683,0.013937,-0.007521,2024-04-22T17:23:00.364079Z
0.013937,0.000683,-0.028660,-0.007836,2024-04-22T17:23:00.364279Z
0.009834,0.000998,-0.016670,-0.006889,2024-04-22T17:23:00.364479Z
-0.010991,0.000367,-0.058949,-0.005312,2024-04-22T17:23:00.364679Z
-0.023612,0.000683,0.029399,-0.007205,2024-04-22T17:23:00.364879Z
0.004785,0.000998,0.002576,-0.008152,2024-04-22T17:23:00.365079Z
0.020248,0.000367,-0.056425,-0.008467,2024-04-22T17:23:00.365279Z
0.011097,0.000052,-0.040334,-0.006258,2024-04-22T17:23:00.365479Z
-0.007205,0.000367,-0.046959,-0.000264,2024-04-22T17:23:00.365679Z
-0.010360,0.000367,0.008888,-0.006574,2024-04-22T17:23:00.365879Z
0.006679,0.000998,0.026559,-0.006258,2024-04-22T17:23:00.366079Z
0.014252,0.000683,0.006679,-0.005943,2024-04-22T17:23:00.366279Z
0.004785,0.000367,0.036026,-0.006574,2024-04-22T17:23:00.366479Z
-0.001526,0.000367,-0.043489,-0.003734,2024-04-22T17:23:00.366679Z
-0.018563,0.000998,-0.084190,-0.008152,2024-04-22T17:23:00.366879Z
0.003523,0.000998,-0.050746,-0.007205,2024-04-22T17:23:00.367079Z
0.000998,0.000367,0.064112,-0.007836,2024-04-22T17:23:00.367279Z
0.001630,0.000683,0.026244,-0.006889,2024-04-22T17:23:00.367479Z
0.006679,0.000683,-0.069992,-0.006889,2024-04-22T17:23:00.367679Z
0.008888,0.000367,-0.200298,-0.009098,2024-04-22T17:23:00.367879Z
-0.003103,0.000998,-0.086714,-0.005627,2024-04-22T17:23:00.368079Z
-0.008783,0.000367,0.114918,-0.007836,2024-04-22T17:23:00.368279Z
-0.000579,0.000683,0.038866,-0.006889,2024-04-22T17:23:00.368479Z
0.012359,0.000998,-0.010045,-0.004681,2024-04-22T17:23:00.368679Z
0.018986,0.000367,-0.240052,-0.008467,2024-04-22T17:23:00.368879Z
-0.011307,0.000367,-0.010991,-0.006574,2024-04-22T17:23:00.369079Z
-0.016039,0.000367,0.141741,-0.008467,2024-04-22T17:23:00.369279Z
-0.004681,0.001314,0.073894,-0.007836,2024-04-22T17:23:00.369479Z
0.018039,0.000998,-0.016355,-0.004365,2024-04-22T17:23:00.369678Z
0.020564,0.000683,-0.216074,-0.008467,2024-04-22T17:23:00.369879Z
-0.016039,0.000367,0.012674,-0.006258,2024-04-22T17:23:00.370079Z
-0.018563,0.000683,0.059378,-0.006889,2024-04-22T17:23:00.370279Z
-0.001526,0.000998,0.052751,-0.008467,2024-04-22T17:23:00.370479Z
0.024350,0.000998,-0.078826,-0.010360,2024-04-22T17:23:00.370679Z
0.011097,0.000683,-0.089238,-0.006258,2024-04-22T17:23:00.370879Z
-0.008152,0.000683,0.047387,-0.006258,2024-04-22T17:23:00.371078Z
-0.018248,0.000998,0.045809,-0.007836,2024-04-22T17:23:00.371279Z
0.005416,0.000998,0.022141,-0.007836,2024-04-22T17:23:00.371479Z
0.012990,0.001314,-0.068099,-0.004996,2024-04-22T17:23:00.371679Z
-0.003734,0.000998,0.026244,-0.007521,2024-04-22T17:23:00.371879Z
-0.005312,0.000998,0.052751,-0.006574,2024-04-22T17:23:00.372079Z
-0.009729,0.000998,0.037920,-0.007205,2024-04-22T17:23:00.372279Z
0.015515,0.000367,-0.024874,-0.007205,2024-04-22T17:23:00.372479Z
0.001630,0.000683,-0.038756,-0.000579,2024-04-22T17:23:00.372679Z
-0.006258,0.000998,0.064743,-0.006889,2024-04-22T17:23:00.372879Z
0.000683,0.000683,0.035395,-0.007205,2024-04-22T17:23:00.373079Z
0.005732,0.000998,-0.006574,-0.008467,2024-04-22T17:23:00.373279Z
0.014252,0.000683,-0.034654,-0.006574,2024-04-22T17:23:00.373479Z
-0.008467,0.000683,-0.010991,-0.006258,2024-04-22T17:23:00.373679Z
-0.008467,0.000998,0.077997,-0.006889,2024-04-22T17:23:00.373879Z
0.004785,0.000998,0.049911,-0.006574,2024-04-22T17:23:00.374079Z
0.015515,0.000998,-0.017932,-0.007836,2024-04-22T17:23:00.374279Z
0.010781,0.000367,-0.033077,-0.005943,2024-04-22T17:23:00.374479Z
-0.014462,0.000683,-0.010045,-0.005312,2024-04-22T17:23:00.374679Z
-0.014146,0.000998,0.067899,-0.005943,2024-04-22T17:23:00.374879Z
0.006048,0.000683,0.028768,-0.006574,2024-04-22T17:23:00.375079Z
0.017092,0.000998,0.018670,-0.009729,2024-04-22T17:23:00.375279Z
0.006679,0.000367,-0.008467,-0.005943,2024-04-22T17:23:00.375479Z
-0.012253,0.000367,-0.005312,0.002261,2024-04-22T17:23:00.375679Z
-0.012884,0.000998,0.027506,-0.008783,2024-04-22T17:23:00.375879Z
0.005732,0.000683,0.003523,-0.006889,2024-04-22T17:23:00.376079Z
0.016146,0.000998,0.066321,-0.010045,2024-04-22T17:23:00.376279Z
0.003523,0.000367,0.026244,-0.007836,2024-04-22T17:23:00.376479Z
-0.003419,0.000367,-0.018879,-0.004050,2024-04-22T17:23:00.376679Z
0.002576,0.000998,-0.084821,-0.008467,2024-04-22T17:23:00.376878Z
-0.000895,0.000998,-0.009729,-0.006574,2024-04-22T17:23:00.377079Z
0.003207,0.000683,0.113340,-0.007836,2024-04-22T17:23:00.377279Z
-0.004365,0.000367,0.085255,-0.006574,2024-04-22T17:23:00.377479Z
0.009834,0.000683,-0.048537,-0.010360,2024-04-22T17:23:00.377679Z
0.001314,0.000367,-0.151709,-0.008467,2024-04-22T17:23:00.377879Z
-0.001210,0.000683,-0.006574,-0.006889,2024-04-22T17:23:00.378079Z
-0.012253,0.000683,0.140794,-0.006574,2024-04-22T17:23:00.378278Z
-0.005627,0.000367,0.186236,-0.008152,2024-04-22T17:23:00.378479Z
0.026875,0.000367,-0.049799,-0.002788,2024-04-22T17:23:00.378679Z
-0.000895,0.000683,-0.122998,-0.008152,2024-04-22T17:23:00.378879Z
-0.001526,0.000052,-0.012253,-0.006258,2024-04-22T17:23:00.379079Z
-0.024558,0.000367,0.118389,-0.007205,2024-04-22T17:23:00.379279Z
-0.002788,0.000367,0.162568,-0.007836,2024-04-22T17:23:00.379479Z
0.028453,0.000998,-0.060211,-0.003103,2024-04-22T17:23:00.379678Z
-0.000264,0.000367,-0.082297,-0.008467,2024-04-22T17:23:00.379879Z
-0.005312,0.000367,-0.006258,-0.005943,2024-04-22T17:23:00.380079Z
-0.023927,0.000367,0.107660,-0.006574,2024-04-22T17:23:00.380279Z
0.001945,0.000998,0.071054,-0.007205,2024-04-22T17:23:00.380479Z
0.023404,0.001314,-0.075040,-0.009098,2024-04-22T17:23:00.380679Z
0.007941,0.000367,-0.057371,-0.008783,2024-04-22T17:23:00.380879Z
-0.011622,0.000367,0.018355,-0.007205,2024-04-22T17:23:00.381079Z
-0.014146,0.000367,0.028453,-0.007205,2024-04-22T17:23:00.381279Z
0.004785,0.000998,0.013621,-0.007521,2024-04-22T17:23:00.381479Z
0.012990,0.000367,-0.070623,-0.005312,2024-04-22T17:23:00.381679Z
0.003523,0.000683,-0.008152,-0.008467,2024-04-22T17:23:00.381879Z
-0.008152,0.000683,0.043915,-0.006258,2024-04-22T17:23:00.382079Z
-0.004365,0.000998,-0.031815,-0.009098,2024-04-22T17:23:00.382279Z
0.005416,0.000367,0.014252,-0.006574,2024-04-22T17:23:00.382479Z
0.004154,0.000367,-0.056425,-0.004365,2024-04-22T17:23:00.382679Z
-0.004365,0.000998,0.052751,-0.007836,2024-04-22T17:23:00.382879Z
-0.002472,0.000998,0.048333,-0.006574,2024-04-22T17:23:00.383079Z
0.009834,0.000683,-0.039072,-0.009729,2024-04-22T17:23:00.383279Z
0.007941,0.000367,0.004785,-0.007205,2024-04-22T17:23:00.383479Z
-0.005943,0.000367,-0.053901,-0.003419,2024-04-22T17:23:00.383679Z
-0.011622,0.000998,0.065058,-0.007836,2024-04-22T17:23:00.383879Z
0.003523,0.000998,0.010465,-0.006889,2024-04-22T17:23:00.384079Z
0.016777,0.000998,-0.038441,-0.009098,2024-04-22T17:23:00.384279Z
0.011097,0.000367,-0.030868,-0.007205,2024-04-22T17:23:00.384479Z
-0.012253,0.000998,-0.064313,-0.014462,2024-04-22T17:23:00.384679Z
-0.023927,0.000998,0.046756,-0.008152,2024-04-22T17:23:00.384879Z
0.004785,0.000998,0.018039,-0.008467,2024-04-22T17:23:00.385079Z
0.020564,0.000998,-0.036863,-0.007836,2024-04-22T17:23:00.385279Z
0.010781,0.000683,-0.055794,-0.005627,2024-04-22T17:23:00.385478Z
-0.010360,0.000683,-0.070938,0.000367,2024-04-22T17:23:00.385679Z
-0.013831,0.000683,-0.009098,-0.007521,2024-04-22T17:23:00.385879Z
0.003207,0.000683,0.019617,-0.007205,2024-04-22T17:23:00.386079Z
0.012990,0.000367,0.022773,-0.006574,2024-04-22T17:23:00.386279Z
0.004154,0.000052,0.029084,-0.006258,2024-04-22T17:23:00.386479Z
-0.000895,0.000367,-0.040334,-0.003419,2024-04-22T17:23:00.386679Z
-0.012253,0.001314,-0.063997,-0.007836,2024-04-22T17:23:00.386878Z
0.001945,0.000683,0.007941,-0.006574,2024-04-22T17:23:00.387079Z
0.003523,0.000367,0.108607,-0.006574,2024-04-22T17:23:00.387279Z
0.000998,0.000367,0.076419,-0.007521,2024-04-22T17:23:00.387479Z
0.007941,0.000683,-0.036548,-0.009414,2024-04-22T17:23:00.387679Z
0.007941,0.000683,-0.176635,-0.007521,2024-04-22T17:23:00.387879Z
-0.004365,0.000367,-0.064628,-0.006574,2024-04-22T17:23:00.388079Z
-0.010991,0.000367,0.121545,-0.007836,2024-04-22T17:23:00.388279Z
-0.002157,0.000683,0.054645,-0.007521,2024-04-22T17:23:00.388479Z
0.014252,0.000367,-0.016670,-0.005312,2024-04-22T17:23:00.388679Z
0.018670,0.000367,-0.240683,-0.008783,2024-04-22T17:23:00.388879Z
-0.013831,0.000367,-0.049484,-0.006574,2024-04-22T17:23:00.389079Z
-0.016670,0.000998,0.103873,-0.007205,2024-04-22T17:23:00.389279Z
-0.005312,0.000683,0.088726,-0.007836,2024-04-22T17:23:00.389479Z
0.022457,0.000683,0.000998,-0.005312,2024-04-22T17:23:00.389679Z
0.021510,0.000683,-0.190833,-0.009098,2024-04-22T17:23:00.389879Z
-0.015724,0.000367,0.032240,-0.007836,2024-04-22T17:23:00.390079Z
-0.018879,0.001314,0.082415,-0.007205,2024-04-22T17:23:00.390279Z
-0.002157,0.000683,0.079890,-0.007836,2024-04-22T17:23:00.390479Z
0.024666,0.000998,-0.059895,-0.011938,2024-04-22T17:23:00.390679Z
0.011728,-0.000264,-0.067783,-0.008467,2024-04-22T17:23:00.390879Z
-0.009729,0.000367,0.058432,-0.007205,2024-04-22T17:23:00.391079Z
-0.017301,0.000052,0.061903,-0.007205,2024-04-22T17:23:00.391279Z
0.006363,0.000998,0.036973,-0.007521,2024-04-22T17:23:00.391479Z
0.014883,0.000683,-0.072200,-0.003419,2024-04-22T17:23:00.391679Z
-0.015724,0.000683,0.030031,-0.007836,2024-04-22T17:23:00.391879Z
-0.002788,0.000998,0.032555,-0.007205,2024-04-22T17:23:00.392079Z
-0.010991,0.000683,0.024982,-0.008152,2024-04-22T17:23:00.392279Z
0.014252,0.000683,-0.034970,-0.007836,2024-04-22T17:23:00.392479Z
-0.000264,0.000367,-0.058318,0.009519,2024-04-22T17:23:00.392678Z
-0.012569,0.000998,0.039498,-0.007836,2024-04-22T17:23:00.392879Z
0.002261,0.000367,0.018670,-0.005943,2024-04-22T17:23:00.393079Z
0.002576,0.001314,-0.006258,-0.007836,2024-04-22T17:23:00.393279Z
0.013621,-0.000264,-0.052008,-0.006258,2024-04-22T17:23:00.393479Z
-0.010045,0.000367,-0.024874,-0.006574,2024-04-22T17:23:00.393679Z
-0.009098,0.000683,0.059063,-0.006889,2024-04-22T17:23:00.393879Z
0.004154,0.000998,0.045809,-0.007836,2024-04-22T17:23:00.394078Z
0.014883,0.000998,0.006994,-0.008467,2024-04-22T17:23:00.394279Z
0.009519,0.000683,0.000998,-0.006574,2024-04-22T17:23:00.394479Z
-0.014146,0.000683,0.013621,-0.007836,2024-04-22T17:23:00.394679Z
-0.011622,0.000998,0.086517,-0.006889,2024-04-22T17:23:00.394879Z
0.007625,0.001314,0.016777,-0.009098,2024-04-22T17:23:00.395079Z
0.018670,0.000998,0.011097,-0.007521,2024-04-22T17:23:00.395279Z
0.006679,0.000367,-0.002788,-0.006258,2024-04-22T17:23:00.395479Z
-0.014462,0.000683,0.011097,-0.004050,2024-04-22T17:23:00.395679Z
-0.007836,0.000998,0.032555,-0.006258,2024-04-22T17:23:00.395879Z
0.006994,0.000998,-0.031184,-0.006889,2024-04-22T17:23:00.396079Z
0.014883,0.000998,0.028768,-0.008152,2024-04-22T17:23:00.396279Z
0.000052,0.000683,0.012043,-0.005943,2024-04-22T17:23:00.396479Z
-0.005943,0.000052,0.020879,-0.004681,2024-04-22T17:23:00.396679Z
0.000052,0.000683,-0.075986,-0.008467,2024-04-22T17:23:00.396879Z
